OTU_ID	k	p	c	o	f	g	s
OTU_253	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Hyaloscyphaceae	g:Calycina	s:Calycina_herbarum
OTU_252	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_251	d:Fungi	p:Ascomycota					
OTU_260	d:Fungi						
OTU_259	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_curtus
OTU_261	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_263	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_258	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Acremonium	s:Acremonium_persicinum
OTU_268	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_wolfii
OTU_249	d:Fungi						
OTU_269	d:Fungi						
OTU_265	d:Fungi	p:Ascomycota					
OTU_270	d:Fungi						
OTU_266	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_272	d:Fungi	p:Basidiomycota	c:Ustilaginomycotina_Incertae_sedis	o:Malasseziales	f:Malasseziales_Incertae_sedis	g:Malassezia	s:Malassezia_restricta
OTU_262	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_273	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraconiothyrium	
OTU_274	d:Fungi						
OTU_264	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Dokmaia	s:Dokmaia_monthadangii
OTU_271	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales			
OTU_280	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiaceae	g:Leptodontidium	
OTU_279	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_282	d:Fungi						
OTU_275	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Phoma	s:Phoma_paspali
OTU_277	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Dendryphion	s:Dendryphion_nanum
OTU_281	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_278	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_tephrensis
OTU_276	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Lipomycetaceae	g:Lipomyces	s:Lipomyces_starkeyi
OTU_285	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Lewia	
OTU_267	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Humicola	s:Humicola_fuscoatra
OTU_287	d:Fungi						
OTU_288	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Ganodermataceae	g:Ganoderma	s:Ganoderma_applanatum
OTU_283	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiales_Incertae_sedis	g:Tetracladium	
OTU_286	d:Fungi	p:Ascomycota					
OTU_289	d:Fungi						
OTU_291	d:Fungi						
OTU_294	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Didymellaceae	g:Leptosphaerulina	s:Leptosphaerulina_chartarum
OTU_295	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Exophiala	s:Exophiala_opportunistica
OTU_293	d:Fungi	p:Ascomycota					
OTU_292	d:Fungi						
OTU_290	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_hyalina
OTU_296	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Talaromyces	s:Talaromyces_purpurogenus
OTU_299	d:Fungi	p:Ascomycota					
OTU_300	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Arthrobotrys	
OTU_305	d:Fungi						
OTU_304	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_301	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_284	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae		
OTU_306	d:Fungi	p:Ascomycota					
OTU_307	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Conocybe_macrospora
OTU_303	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Stachybotrys	
OTU_298	d:Fungi	p:Ascomycota					
OTU_308	d:Fungi						
OTU_297	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	
OTU_309	d:Fungi						
OTU_314	d:Fungi	p:Ascomycota					
OTU_315	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraphaeosphaeria	s:Paraphaeosphaeria_michotii
OTU_310	d:Fungi	p:Ascomycota					
OTU_313	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Tuberaceae	g:Tuber	s:Tuber_lyonii
OTU_319	d:Fungi						
OTU_317	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Cystofilobasidiaceae	g:Mrakia	
OTU_320	d:Fungi						
OTU_318	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Dissoconium	s:Dissoconium_aciculare
OTU_316	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_321	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_325	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_302	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_312	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis	g:Dioszegia	
OTU_328	d:Fungi						
OTU_326	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Penicillium	s:Penicillium_canescens
OTU_329	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	s:Ceratobasidium_sp_AG_Bo
OTU_324	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_exigua
OTU_327	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_323	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales			
OTU_331	d:Fungi	p:Ascomycota					
OTU_334	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_322	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis	g:Dioszegia	s:Dioszegia_changbaiensis
OTU_311	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_indicum
OTU_335	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae		
OTU_332	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Cylindrocarpon	s:Cylindrocarpon_olidum
OTU_339	d:Fungi						
OTU_337	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_alpina
OTU_336	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_340	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_byssisedum
OTU_333	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_342	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_330	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	f:Ajellomycetaceae	g:Spiromastix	s:Spiromastix_warcupii
OTU_338	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_348	d:Fungi	p:Ascomycota					
OTU_344	d:Fungi	p:Ascomycota					
OTU_351	d:Fungi						
OTU_343	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_346	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Pichiaceae	g:Pichia	s:Pichia_jadinii
OTU_352	d:Fungi						
OTU_345	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_349	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Cystobasidiales	f:Cystobasidiaceae	g:Occultifur	s:Occultifur_externus
OTU_350	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Bionectriaceae	g:Bionectria	s:Bionectria_rossmaniae
OTU_355	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	
OTU_358	d:Fungi						
OTU_359	d:Fungi						
OTU_341	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_347	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales			
OTU_357	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_356	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_353	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_macrocarpum
OTU_364	d:Fungi						
OTU_354	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_366	d:Fungi						
OTU_365	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Hypocrea	
OTU_362	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_367	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_361	d:Fungi						
OTU_363	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_aggregatum
OTU_369	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Stropharia	s:Stropharia_rugosoannulata
OTU_370	d:Fungi						
OTU_371	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Glomerellaceae	g:Glomerella	
OTU_368	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Hyponectriaceae	g:Microdochium	s:Microdochium_bolleyi
OTU_376	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_373	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Gliomastix	
OTU_378	d:Fungi	p:Ascomycota	c:Taphrinomycetes	o:Taphrinales	f:Taphrinaceae	g:Taphrina	s:Taphrina_carpini
OTU_372	d:Fungi	p:Ascomycota					
OTU_382	d:Fungi						
OTU_375	d:Fungi						
OTU_381	d:Fungi	p:Ascomycota					
OTU_384	d:Fungi						
OTU_379	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Westerdykella	
OTU_385	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiomycetidae_Incertae_sedis	f:Exobasidiomycetidae_Incertae_sedis	g:Tilletiopsis	s:Tilletiopsis_pallescens
OTU_386	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_383	d:Fungi	p:Ascomycota					
OTU_374	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales			
OTU_380	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Magnaporthaceae	g:Gaeumannomyces	s:Harpophora_radicicola
OTU_387	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_391	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Sistotremataceae	g:Sistotrema	s:Sistotrema_brinkmannii
OTU_393	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Psilocybe	
OTU_388	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_390	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Erythrobasidiales	f:Erythrobasidiales_Incertae_sedis	g:Erythrobasidium	s:Sporobolomyces_yunnanensis
OTU_394	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	s:Dissoconium_dekkeri
OTU_389	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Paecilomyces	s:Paecilomyces_marquandii
OTU_377	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_392	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Gigasporaceae		
OTU_398	d:Fungi						
OTU_360	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis	g:Hannaella	s:Hannaella_sinensis
OTU_395	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	
OTU_396	d:Fungi						
OTU_401	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_403	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Valsaceae	g:Ophiognomonia	s:Ophiognomonia_setacea
OTU_402	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_399	d:Fungi						
OTU_400	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Leotiomycetes_Incertae_sedis	f:Leotiomycetes_Incertae_sedis	g:Leohumicola	
OTU_397	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Ilyonectria	s:Ilyonectria_robusta
OTU_406	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Exserohilum	s:Exserohilum_fusiforme
OTU_408	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Melanosporales	f:Ceratostomataceae	g:Harzia	s:Harzia_acremonioides
OTU_407	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_409	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Gigasporaceae		
OTU_404	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_405	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Cercophora	s:Cercophora_coprophila
OTU_412	d:Fungi	p:Ascomycota					
OTU_410	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_411	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_415	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Chaetothyriaceae	g:Cyphellophora	s:Cyphellophora_vermispora
OTU_416	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_417	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_414	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_413	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Filobasidiaceae	g:Filobasidium	s:Filobasidium_floriforme
OTU_421	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	s:Curvularia_trifolii
OTU_422	d:Fungi						
OTU_418	d:Fungi	p:Ascomycota					
OTU_423	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_429	d:Fungi						
OTU_424	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_428	d:Fungi						
OTU_427	d:Fungi	p:Ascomycota					
OTU_425	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Paraglomerales	f:Paraglomeraceae	g:Paraglomus	
OTU_435	d:Fungi						
OTU_419	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Funneliformis	
OTU_426	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	
OTU_434	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Psathyrella	
OTU_432	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Pleospora	s:Stemphylium_vesicarium
OTU_420	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_430	d:Fungi	p:Basidiomycota					
OTU_431	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Chalara	
OTU_433	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_436	d:Fungi						
OTU_438	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_442	d:Fungi						
OTU_437	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Xylaria	
OTU_440	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	
OTU_443	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_439	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	s:Mortierella_elongata
OTU_447	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Clitopilus	s:Clitopilus_passeckerianus
OTU_448	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes				
OTU_450	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pyronemataceae	g:Aleuria	s:Aleuria_aurantia
OTU_449	d:Fungi	p:Ascomycota					
OTU_441	d:Fungi	p:Ascomycota					
OTU_445	d:Fungi	p:Basidiomycota					
OTU_452	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_455	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Septoria	s:Septoria_arundinacea
OTU_444	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_aureus
OTU_446	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Gigasporaceae	g:Dentiscutata	
OTU_451	d:Fungi						
OTU_453	d:Fungi	p:Ascomycota					
OTU_454	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales			
OTU_459	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_456	d:Fungi	p:Ascomycota					
OTU_457	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Dictyosporium	
OTU_463	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Exophiala	s:Exophiala_cancerae
OTU_464	d:Fungi	p:Ascomycota					
OTU_468	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_bisporiger
OTU_458	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_461	d:Fungi	p:Ascomycota					
OTU_465	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_466	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Eupenicillium	
OTU_469	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Leptosphaeria	
OTU_462	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	s:Mycosphaerella_brassicicola
OTU_460	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_472	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_473	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Hypocrea	
OTU_470	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_477	d:Fungi						
OTU_467	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_476	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	
OTU_474	d:Fungi	p:Ascomycota	c:Archaeorhizomycetes	o:Archaeorhizomycetales	f:Archaeorhizomycetaceae	g:Archaeorhizomyces	s:Archaeorhizomyces_finlayi
OTU_480	d:Fungi	p:Ascomycota					
OTU_471	d:Fungi						
OTU_482	d:Fungi						
OTU_478	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_475	d:Fungi						
OTU_485	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes	o:Ustilaginales	f:Ustilaginaceae	g:Ustilago	s:Pseudozyma_prolifica
OTU_481	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_487	d:Fungi	p:Ascomycota					
OTU_479	d:Fungi						
OTU_490	d:Fungi	p:Ascomycota					
OTU_483	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Cystofilobasidiaceae	g:Guehomyces	s:Guehomyces_pullulans
OTU_486	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Chaetomium	
OTU_484	d:Fungi	p:Basidiomycota					
OTU_493	d:Fungi						
OTU_488	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideomycetes_Incertae_sedis	f:Pseudeurotiaceae	g:Pseudogymnoascus	s:Pseudogymnoascus_roseus
OTU_489	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_492	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Pyrenophora	s:Pyrenophora_tritici-repentis
OTU_491	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_494	d:Fungi	p:Ascomycota					
OTU_497	d:Fungi	p:Ascomycota					
OTU_498	d:Fungi	p:Ascomycota					
OTU_502	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	s:Preussia_terricola
OTU_501	d:Fungi	p:Ascomycota					
OTU_495	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_500	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_504	d:Fungi						
OTU_499	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	s:Rhizophagus_sp_MUCL_43208
OTU_503	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_508	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_505	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_509	d:Fungi	p:Ascomycota					
OTU_510	d:Fungi						
OTU_496	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis	g:Bullera	s:Bullera_globispora
OTU_507	d:Fungi	p:Ascomycota					
OTU_512	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	s:Agaricus_campestris
OTU_514	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_506	d:Fungi	p:Ascomycota					
OTU_513	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Glomerellaceae	g:Glomerella	
OTU_518	d:Fungi						
OTU_515	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	s:Diaporthe_stewartii
OTU_517	d:Fungi	p:Ascomycota					
OTU_519	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Cladophialophora	
OTU_511	d:Fungi						
OTU_523	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_520	d:Fungi	p:Ascomycota	c:Archaeorhizomycetes	o:Archaeorhizomycetales	f:Archaeorhizomycetaceae	g:Archaeorhizomyces	s:Archaeorhizomyces_finlayi
OTU_524	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Rhizophlyctidales	f:Rhizophlyctidaceae	g:Rhizophlyctis	s:Rhizophlyctis_rosea
OTU_527	d:Fungi						
OTU_522	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_516	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	s:Rhizophagus_cf_irregularis_MUCL_46241
OTU_521	d:Fungi	p:Ascomycota					
OTU_526	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales			
OTU_531	d:Fungi						
OTU_533	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_525	d:Fungi	p:Ascomycota					
OTU_529	d:Fungi	p:Ascomycota					
OTU_530	d:Fungi	p:Ascomycota					
OTU_535	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Cladophialophora	s:Cladophialophora_chaetospira
OTU_537	d:Fungi						
OTU_534	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	s:Preussia_terricola
OTU_536	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_538	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiomycetidae_Incertae_sedis	f:Exobasidiomycetidae_Incertae_sedis	g:Tilletiopsis	s:Tilletiopsis_pallescens
OTU_528	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis	g:Auriculibuller	s:Auriculibuller_fuscus
OTU_540	d:Fungi						
OTU_544	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Panaeolus	s:Panaeolus_foenisecii
OTU_545	d:Fungi	p:Ascomycota					
